0 	 2.99792e+07 	 -26233 	 0
5e-10 	 2.6841e+07 	 -1.33536e+07 	 0
1e-09 	 1.81041e+07 	 -2.38955e+07 	 0
1.5e-09 	 5.59097e+06 	 -2.94533e+07 	 0
2e-09 	 -8.08833e+06 	 -2.88675e+07 	 0
2.5e-09 	 -2.00805e+07 	 -2.22604e+07 	 0
3e-09 	 -2.78842e+07 	 -1.10102e+07 	 0
3.5e-09 	 -2.98717e+07 	 2.53665e+06 	 0
4e-09 	 -2.56284e+07 	 1.55544e+07 	 0
4.5e-09 	 -1.60394e+07 	 2.53277e+07 	 0
5e-09 	 -3.10487e+06 	 2.9818e+07 	 0
5.5e-09 	 1.04773e+07 	 2.80888e+07 	 0
6e-09 	 2.18741e+07 	 2.05007e+07 	 0
6.5e-09 	 2.87083e+07 	 8.63642e+06 	 0
7e-09 	 2.95544e+07 	 -5.02925e+06 	 0
7.5e-09 	 2.42359e+07 	 -1.76459e+07 	 0
8e-09 	 1.38621e+07 	 -2.65819e+07 	 0
8.5e-09 	 596947 	 -2.99733e+07 	 0
9e-09 	 -1.27927e+07 	 -2.71127e+07 	 0
9.5e-09 	 -2.35141e+07 	 -1.85969e+07 	 0
1e-08 	 -2.93307e+07 	 -6.20201e+06 	 0
1.05e-08 	 -2.90294e+07 	 7.48652e+06 	 0
1.1e-08 	 -2.2673e+07 	 1.96135e+07 	 0
1.15e-08 	 -1.15874e+07 	 2.76494e+07 	 0
1.2e-08 	 1.91516e+06 	 2.9918e+07 	 0
1.25e-08 	 1.50183e+07 	 2.59462e+07 	 0
1.3e-08 	 2.49888e+07 	 1.65625e+07 	 0
1.35e-08 	 2.9747e+07 	 3.72402e+06 	 0
1.4e-08 	 2.83005e+07 	 -9.8912e+06 	 0
1.45e-08 	 2.09509e+07 	 -2.14433e+07 	 0
1.5e-08 	 9.23131e+06 	 -2.85226e+07 	 0
1.55e-08 	 -4.41382e+06 	 -2.96525e+07 	 0
1.6e-08 	 -1.71383e+07 	 -2.45974e+07 	 0
1.65e-08 	 -2.6288e+07 	 -1.44117e+07 	 0
1.7e-08 	 -2.99544e+07 	 -1.21987e+06 	 0
1.75e-08 	 -2.73728e+07 	 1.22264e+07 	 0
1.8e-08 	 -1.90817e+07 	 2.31224e+07 	 0
1.85e-08 	 -6.81036e+06 	 2.91954e+07 	 0
1.9e-08 	 6.88147e+06 	 2.91788e+07 	 0
1.95e-08 	 1.91379e+07 	 2.30758e+07 	 0
2e-08 	 2.74025e+07 	 1.21597e+07 	 0
2.05e-08 	 2.99514e+07 	 -1.29285e+06 	 0
2.1e-08 	 2.62528e+07 	 -1.44757e+07 	 0
2.15e-08 	 1.70783e+07 	 -2.46391e+07 	 0
2.2e-08 	 4.34156e+06 	 -2.96632e+07 	 0
2.25e-08 	 -9.30078e+06 	 -2.85e+07 	 0
2.3e-08 	 -2.10031e+07 	 -2.13922e+07 	 0
2.35e-08 	 -2.83245e+07 	 -9.82221e+06 	 0
2.4e-08 	 -2.97379e+07 	 3.79648e+06 	 0
2.45e-08 	 -2.49484e+07 	 1.66233e+07 	 0
2.5e-08 	 -1.4955e+07 	 2.59827e+07 	 0
2.55e-08 	 -1.84227e+06 	 2.99226e+07 	 0
2.6e-08 	 1.16547e+07 	 2.7621e+07 	 0
2.65e-08 	 2.27208e+07 	 1.95582e+07 	 0
2.7e-08 	 2.90476e+07 	 7.41577e+06 	 0
2.75e-08 	 2.93155e+07 	 -6.27345e+06 	 0
2.8e-08 	 2.34687e+07 	 -1.86541e+07 	 0
2.85e-08 	 1.27266e+07 	 -2.71438e+07 	 0
2.9e-08 	 -669974 	 -2.99718e+07 	 0
2.95e-08 	 -1.39268e+07 	 -2.6548e+07 	 0
3e-08 	 -2.42788e+07 	 -1.75868e+07 	 0
3.05e-08 	 -2.95666e+07 	 -4.95723e+06 	 0
3.1e-08 	 -2.86872e+07 	 8.70634e+06 	 0
3.15e-08 	 -2.18241e+07 	 2.05539e+07 	 0
3.2e-08 	 -1.04089e+07 	 2.81142e+07 	 0
3.25e-08 	 3.17751e+06 	 2.98104e+07 	 0
3.3e-08 	 1.61011e+07 	 2.52885e+07 	 0
3.35e-08 	 2.56663e+07 	 1.54919e+07 	 0
3.4e-08 	 2.98778e+07 	 2.46386e+06 	 0
3.45e-08 	 2.78573e+07 	 -1.10781e+07 	 0
3.5e-08 	 2.00262e+07 	 -2.23093e+07 	 0
3.55e-08 	 8.01798e+06 	 -2.88871e+07 	 0
3.6e-08 	 -5.66272e+06 	 -2.94396e+07 	 0
3.65e-08 	 -1.81623e+07 	 -2.38514e+07 	 0
3.7e-08 	 -2.68734e+07 	 -1.32881e+07 	 0
3.75e-08 	 -2.99792e+07 	 46809.4 	 0
3.8e-08 	 -2.68318e+07 	 1.3372e+07 	 0
3.85e-08 	 -1.80877e+07 	 2.3908e+07 	 0
3.9e-08 	 -5.57075e+06 	 2.94571e+07 	 0
3.95e-08 	 8.10815e+06 	 2.8862e+07 	 0
4e-08 	 2.00958e+07 	 2.22467e+07 	 0
