0 	 1.37923e-20 	 6.91743e-21
1e-10 	 1.29966e-20 	 7.71316e-21
2e-10 	 1.24129e-20 	 8.29684e-21
3e-10 	 1.19198e-20 	 8.78997e-21
4e-10 	 1.15085e-20 	 9.20127e-21
5e-10 	 1.11726e-20 	 9.53709e-21
6e-10 	 1.09418e-20 	 9.76793e-21
7e-10 	 1.08877e-20 	 9.822e-21
8e-10 	 1.08336e-20 	 9.87617e-21
9e-10 	 1.06565e-20 	 1.00532e-20
1e-09 	 1.06306e-20 	 1.00791e-20
1.1e-09 	 1.04906e-20 	 1.02191e-20
1.2e-09 	 1.04359e-20 	 1.02739e-20
1.3e-09 	 1.04136e-20 	 1.02961e-20
1.4e-09 	 1.03502e-20 	 1.03595e-20
1.5e-09 	 1.03362e-20 	 1.03735e-20
1.6e-09 	 1.0313e-20 	 1.03967e-20
1.7e-09 	 1.03109e-20 	 1.03989e-20
1.8e-09 	 1.03748e-20 	 1.03349e-20
1.9e-09 	 1.03647e-20 	 1.03451e-20
2e-09 	 1.03442e-20 	 1.03655e-20
2.1e-09 	 1.0315e-20 	 1.03948e-20
2.2e-09 	 1.03389e-20 	 1.03708e-20
2.3e-09 	 1.03299e-20 	 1.03798e-20
2.4e-09 	 1.03683e-20 	 1.03414e-20
2.5e-09 	 1.0321e-20 	 1.03888e-20
2.6e-09 	 1.03189e-20 	 1.03909e-20
2.7e-09 	 1.04368e-20 	 1.0273e-20
2.8e-09 	 1.04428e-20 	 1.0267e-20
2.9e-09 	 1.03569e-20 	 1.03529e-20
3e-09 	 1.03374e-20 	 1.03724e-20
3.1e-09 	 1.03415e-20 	 1.03682e-20
3.2e-09 	 1.03204e-20 	 1.03894e-20
3.3e-09 	 1.03317e-20 	 1.03781e-20
3.4e-09 	 1.03279e-20 	 1.03819e-20
3.5e-09 	 1.02599e-20 	 1.04498e-20
3.6e-09 	 1.02691e-20 	 1.04407e-20
3.7e-09 	 1.02964e-20 	 1.04134e-20
3.8e-09 	 1.02742e-20 	 1.04355e-20
3.9e-09 	 1.02362e-20 	 1.04735e-20
4e-09 	 1.0293e-20 	 1.04167e-20
4.1e-09 	 1.02918e-20 	 1.04179e-20
4.2e-09 	 1.0349e-20 	 1.03608e-20
4.3e-09 	 1.03907e-20 	 1.0319e-20
4.4e-09 	 1.03649e-20 	 1.03448e-20
4.5e-09 	 1.03684e-20 	 1.03413e-20
4.6e-09 	 1.02668e-20 	 1.04429e-20
4.7e-09 	 1.02744e-20 	 1.04353e-20
4.8e-09 	 1.02615e-20 	 1.04482e-20
4.9e-09 	 1.03094e-20 	 1.04004e-20
5e-09 	 1.03186e-20 	 1.03911e-20
5.1e-09 	 1.03329e-20 	 1.03768e-20
5.2e-09 	 1.04014e-20 	 1.03083e-20
5.3e-09 	 1.04877e-20 	 1.0222e-20
5.4e-09 	 1.04457e-20 	 1.02641e-20
5.5e-09 	 1.04464e-20 	 1.02634e-20
5.6e-09 	 1.04301e-20 	 1.02797e-20
5.7e-09 	 1.03806e-20 	 1.03291e-20
5.8e-09 	 1.03887e-20 	 1.0321e-20
5.9e-09 	 1.03655e-20 	 1.03442e-20
6e-09 	 1.04386e-20 	 1.02711e-20
6.1e-09 	 1.04326e-20 	 1.02771e-20
6.2e-09 	 1.03354e-20 	 1.03744e-20
6.3e-09 	 1.03725e-20 	 1.03372e-20
6.4e-09 	 1.03739e-20 	 1.03358e-20
6.5e-09 	 1.02605e-20 	 1.04492e-20
6.6e-09 	 1.02304e-20 	 1.04793e-20
6.7e-09 	 1.02419e-20 	 1.04678e-20
6.8e-09 	 1.0185e-20 	 1.05247e-20
6.9e-09 	 1.0149e-20 	 1.05607e-20
7e-09 	 1.01728e-20 	 1.05369e-20
7.1e-09 	 1.01465e-20 	 1.05632e-20
7.2e-09 	 1.01891e-20 	 1.05206e-20
7.3e-09 	 1.02806e-20 	 1.04291e-20
7.4e-09 	 1.02238e-20 	 1.0486e-20
7.5e-09 	 1.02777e-20 	 1.0432e-20
7.6e-09 	 1.03761e-20 	 1.03336e-20
7.7e-09 	 1.03981e-20 	 1.03117e-20
7.8e-09 	 1.0388e-20 	 1.03217e-20
7.9e-09 	 1.03928e-20 	 1.03169e-20
8e-09 	 1.03836e-20 	 1.03261e-20
8.1e-09 	 1.04109e-20 	 1.02988e-20
8.2e-09 	 1.04091e-20 	 1.03006e-20
8.3e-09 	 1.03717e-20 	 1.0338e-20
8.4e-09 	 1.04289e-20 	 1.02808e-20
8.5e-09 	 1.04705e-20 	 1.02393e-20
8.6e-09 	 1.04665e-20 	 1.02433e-20
8.7e-09 	 1.04852e-20 	 1.02245e-20
8.8e-09 	 1.0452e-20 	 1.02578e-20
8.9e-09 	 1.0386e-20 	 1.03237e-20
9e-09 	 1.04405e-20 	 1.02692e-20
9.1e-09 	 1.04006e-20 	 1.03092e-20
9.2e-09 	 1.03872e-20 	 1.03225e-20
9.3e-09 	 1.04291e-20 	 1.02807e-20
9.4e-09 	 1.04037e-20 	 1.03061e-20
9.5e-09 	 1.04043e-20 	 1.03054e-20
9.6e-09 	 1.03442e-20 	 1.03655e-20
9.7e-09 	 1.0441e-20 	 1.02688e-20
9.8e-09 	 1.03721e-20 	 1.03376e-20
9.9e-09 	 1.03817e-20 	 1.0328e-20
